image	English query	German query
https://tlk.s3.yandex.net/Fashion-200K/91355580_4.jpeg	white button down formal office coat, thick material	weißer formeller Büromantel mit Knopfleiste, dickes Material
https://tlk.s3.yandex.net/Fashion-200K/89225969_0.jpeg	Women's red lace pattern casual dress skirt	Damen rotes Spitzenmuster lässiger Kleiderrock
https://tlk.s3.yandex.net/Fashion-200K/90505493_0.jpeg	red printed flowy capri pants, loose pants	rot bedruckte fließende Caprihose, lockere Hose
https://tlk.s3.yandex.net/Fashion-200K/89452223_1.jpeg	women transparent material skirt brown for offfice	damen transparenter Materialrock braun für Büro
https://tlk.s3.yandex.net/Fashion-200K/85265926_1.jpeg	black highwaist slack with pink thick waistband	schwarzer Highwaist Slack mit rosa dickem Bund
https://tlk.s3.yandex.net/Fashion-200K/71352007_0.jpeg	womens, nylon-woolen, navy blue, striped pattern, skinny, pencil skirt	damen, Nylon-Wolle, Marineblau, Streifenmuster, Skinny, Bleistiftrock
https://tlk.s3.yandex.net/Fashion-200K/89717885_2.jpeg	Women's green puffer jacket casual outdoor	Damen grüne Pufferjacke casual Outdoor
https://tlk.s3.yandex.net/Fashion-200K/90527410_4.jpeg	black formal satin top, long sleeves	schwarzes formelles Satin-Oberteil, lange Ärmel
https://tlk.s3.yandex.net/Fashion-200K/89966003_1.jpeg	sleeveless red shirt for sport women	ärmelloses rotes Hemd für Sportfrauen
https://tlk.s3.yandex.net/Fashion-200K/91347839_4.jpeg	orange satin longsleeved top, round neckline	langärmliges Oberteil aus orangefarbenem Satin, Rundhalsausschnitt
https://tlk.s3.yandex.net/Fashion-200K/91051550_0.jpeg	Pencil Skirts New York Company Clothing	Bleistiftröcke New York Firmenkleidung
https://tlk.s3.yandex.net/Fashion-200K/90998887_1.jpeg	White, Jacket, Zipper Cuffs, Rugged, Epaulettes	Weiß, Jacke, Reißverschlussbündchen, Robust, Schulterklappen
https://tlk.s3.yandex.net/Fashion-200K/90010282_0.jpeg	brown sturdy leather jacket, biker jacket	braune robuste Lederjacke, Bikerjacke
https://tlk.s3.yandex.net/Fashion-200K/90786358_0.jpeg	Women's red leather zip up jacket	Damen rote Lederjacke mit Reißverschluss
https://tlk.s3.yandex.net/Fashion-200K/89327679_1.jpeg	blue small size women top sleeveless rope neck	blaues kleines Damenoberteil ärmelloser Seilhals
https://tlk.s3.yandex.net/Fashion-200K/90613645_2.jpeg	womens classic golden, short skirt, skin fit, polyester-leather	klassischer goldener Damenrock, kurzer Rock, Skin Fit, Polyester-Leder
https://tlk.s3.yandex.net/Fashion-200K/90129493_0.jpeg	black lace sleeveless top with inner top	ärmelloses Top aus schwarzer Spitze mit Innenoberteil
https://tlk.s3.yandex.net/Fashion-200K/91187421_2.jpeg	Unisex Skipper Polo Shirt by Chimala La Garconne	Unisex Skipper Poloshirt von Chimala La Garconne
https://tlk.s3.yandex.net/Fashion-200K/88068851_3.jpeg	Women's boho casual long sleeved blouse shirt	Damen Boho lässiges langärmeliges Blusenhemd
https://tlk.s3.yandex.net/Fashion-200K/91345887_0.jpeg	white printed long sleeves top, thin fabric	weißes bedrucktes Oberteil mit langen Ärmeln, dünner Stoff
https://tlk.s3.yandex.net/Fashion-200K/90784125_0.jpeg	Women's navy blue pleated casual skirt	Marineblauer Faltenrock für Damen
https://tlk.s3.yandex.net/Fashion-200K/91143672_1.jpeg	multi color women flay skirt casual	mehrfarbiger Damen Flay Rock lässig
https://tlk.s3.yandex.net/Fashion-200K/88762004_1.jpeg	black mini a-line skirt, soft material	schwarzer Minirock in A-Linie, weiches Material
https://tlk.s3.yandex.net/Fashion-200K/89647619_2.jpeg	womens, polyester, lace pattern, black, full sleeve, casual shirt	damen, Polyester, Lochmuster, schwarz, volle Ärmel, Freizeithemd
https://tlk.s3.yandex.net/Fashion-200K/89731287_4.jpeg	Matelasse Coverlet White Beach Shell Design	Matelasse Tagesdecke weißes Strandmuschel-Design
https://tlk.s3.yandex.net/Fashion-200K/74517802_1.jpeg	black casual crop top, short sleeved	schwarzes lässiges Crop-Top, Kurzarm
https://tlk.s3.yandex.net/Fashion-200K/91253865_0.jpeg	Women's black cotton casual blazer jacket	Lässige Blazerjacke aus schwarzer Baumwolle für Damen
https://tlk.s3.yandex.net/Fashion-200K/90983012_1.jpeg	denim a-line midi dress, long sleeves	midikleid in A-Linie aus Denim, lange Ärmel
https://tlk.s3.yandex.net/Fashion-200K/89664357_3.jpeg	black casual long sleeved top, soft material	schwarzes lässiges Langarmshirt, weiches Material
https://tlk.s3.yandex.net/Fashion-200K/83316967_0.jpeg	black midi body fit formal sleeveless office dress	schwarzes formelles ärmelloses Bürokleid mit Midi-Körperform
https://tlk.s3.yandex.net/Fashion-200K/89661420_0.jpeg	womens ultra-modern, polyester, multicolor, printed, off shoulder, full sleeve, leg fit, one-piece, long dress.	ultramodernes Damen-Polyester, mehrfarbig, bedruckt, schulterfrei, volle Ärmel, Beinpassform, einteiliges, langes Kleid.
https://tlk.s3.yandex.net/Fashion-200K/91258175_2.jpeg	white women casual top collar shirt	weißes Damen lässiges Hemd mit Spitzenkragen
https://tlk.s3.yandex.net/Fashion-200K/91361781_1.jpeg	printed cropped button down top, long sleeves	bedrucktes kurzes Button-Down-Oberteil, lange Ärmel
https://tlk.s3.yandex.net/Fashion-200K/91290629_0.jpeg	Women's brown wide end casual work pants	Braune Freizeithose mit weitem Ende für Damen
https://tlk.s3.yandex.net/Fashion-200K/88306855_2.jpeg	blue winter jacket with hood, thick material	blaue Winterjacke mit Kapuze, dickes Material
https://tlk.s3.yandex.net/Fashion-200K/83796622_4.jpeg	white with floral print two piece set with pockets	weiß mit Blumendruck zweiteiliges Set mit Taschen
https://tlk.s3.yandex.net/Fashion-200K/91373371_2.jpeg	Women's blue denim short sleeved skirt	Blauer Denim-Kurzarmrock für Damen
https://tlk.s3.yandex.net/Fashion-200K/91356873_4.jpeg	casual blue denim jacket, sturdy material	lässige blaue Jeansjacke, robustes Material
https://tlk.s3.yandex.net/Fashion-200K/91326340_0.jpeg	black asymmetrical leather mini skirt, sturdy material	schwarzer asymmetrischer Lederminirock, robustes Material
https://tlk.s3.yandex.net/Fashion-200K/91113963_0.jpeg	small size black sweat shirt for women long sleeve	kleines schwarzes Sweat-Shirt für Damen Langarm
https://tlk.s3.yandex.net/Fashion-200K/90759622_0.jpeg	black casual long sleeved top, vneck	schwarzes lässiges Langarmshirt, V-Ausschnitt
https://tlk.s3.yandex.net/Fashion-200K/89800400_4.jpeg	White linen cropped casual outdoor pants	Weiße Leinen-Cropped-Casual-Outdoor-Hose
https://tlk.s3.yandex.net/Fashion-200K/90492456_1.jpeg	white long formal evening gown, sheer and shiny material	weißes langes formelles Abendkleid, transparentes und glänzendes Material
https://tlk.s3.yandex.net/Fashion-200K/91373971_1.jpeg	womens cotton-spandex, blue-white striped, half sleeve, maternity, long t-shirt dress	damen Baumwoll-Elasthan, blau-weiß gestreift, Halbarm, Mutterschaft, langes T-Shirt-Kleid
https://tlk.s3.yandex.net/Fashion-200K/90048030_4.jpeg	brown formal office button down shirt	braunes formelles Büro-Button-Down-Hemd
https://tlk.s3.yandex.net/Fashion-200K/89490419_2.jpeg	white striped long button down shirt, long sleeves	weißes gestreiftes langes Button-Down-Hemd, lange Ärmel
https://tlk.s3.yandex.net/Fashion-200K/90073091_1.jpeg	black sturdy leather jacket, biker jacket	schwarze robuste Lederjacke, Bikerjacke
https://tlk.s3.yandex.net/Fashion-200K/90770776_0.jpeg	Women's blue denim casual skirt dress	Lässiges Rockkleid aus blauem Denim für Damen
https://tlk.s3.yandex.net/Fashion-200K/90984801_0.jpeg	blue casual denim shorts, midwaist, loose shorts	blaue lässige Jeansshorts, mittlere Taille, lockere Shorts
https://tlk.s3.yandex.net/Fashion-200K/91412453_0.jpeg	long skin tight trouser for women sports	lange hautenge Hose für Damen Sport
https://tlk.s3.yandex.net/Fashion-200K/91368715_2.jpeg	blue long rain jacket with cap women long sleeve	blaue lange Regenjacke mit Mütze Damen Langarm
https://tlk.s3.yandex.net/Fashion-200K/89855730_0.jpeg	womens off shoulder, wavy double layer, white, polyester, crop top	damen schulterfrei, wellige Doppelschicht, weiß, Polyester, Crop Top
https://tlk.s3.yandex.net/Fashion-200K/89400934_0.jpeg	black printed casual tunic, sleeveless with white shoulder detail	schwarz bedruckte lässige Tunika, ärmellos mit weißem Schulterdetail
https://tlk.s3.yandex.net/Fashion-200K/27093790_5.jpeg	blue printed loose pants with pockets	blau bedruckte weite Hose mit Taschen
https://tlk.s3.yandex.net/Fashion-200K/89666837_0.jpeg	Ladies pink lace pattern casual dress skirt	Damen rosa Spitzenmuster lässiger Kleiderrock
https://tlk.s3.yandex.net/Fashion-200K/89037366_0.jpeg	big size black jacket women for mountain snow	große schwarze Jacke Damen für Bergschnee
https://tlk.s3.yandex.net/Fashion-200K/91408480_3.jpeg	black midi formal dress, ball skirt	schwarzes Midikleid, Ballrock
https://tlk.s3.yandex.net/Fashion-200K/91161214_0.jpeg	blue printed midi skater skirt, casual skirt	blau bedruckter Midi-Skaterrock, lässiger Rock
https://tlk.s3.yandex.net/Fashion-200K/87824104_2.jpeg	womens nude color, half sleeve, poly-cotton, over coat, short	nackte Farbe der Frauen, Halbarm, Poly-Baumwolle, über Mantel, kurz
https://tlk.s3.yandex.net/Fashion-200K/91193455_3.jpeg	Women's green black cotton tennis skirt	Damen Tennisrock aus grüner schwarzer Baumwolle
https://tlk.s3.yandex.net/Fashion-200K/87818437_0.jpeg	black printed yoga pants, printed thick waistband	schwarze bedruckte Yogahose, bedruckter dicker Bund
https://tlk.s3.yandex.net/Fashion-200K/91165909_1.jpeg	loght brown midwaist casual denim pants	loght braune lässige Jeanshose mit mittlerer Taille
https://tlk.s3.yandex.net/Fashion-200K/27548608_4.jpeg	black thick winter jacket hood, thick material	schwarze dicke Winterjacke Kapuze, dickes Material
https://tlk.s3.yandex.net/Fashion-200K/89467406_2.jpeg	stylish pink long dresses and jackets	stilvolle rosa lange Kleider und Jacken
https://tlk.s3.yandex.net/Fashion-200K/53018280_1.jpeg	black skinny formal office pants, soft material	schwarze dünne formale Bürohose, weiches Material
https://tlk.s3.yandex.net/Fashion-200K/88312930_0.jpeg	long women party sleeveless gown white	langes Damen Party ärmelloses Kleid weiß
https://tlk.s3.yandex.net/Fashion-200K/91250121_4.jpeg	Women's white lace pattern blouse shirt	Weißes Blusenhemd mit Spitzenmuster für Damen
https://tlk.s3.yandex.net/Fashion-200K/90792708_7.jpeg	womens, polyester, rose-gold, striped pattern, stat, medium length, skirt	damen, Polyester, Rosegold, Streifenmuster, Stat, mittellang, Rock
https://tlk.s3.yandex.net/Fashion-200K/89969631_0.jpeg	white sturdy leather jacket, biker jacket	weiße robuste Lederjacke, Bikerjacke
https://tlk.s3.yandex.net/Fashion-200K/91174672_2.jpeg	alice olivia Mikaela Pleated Skirt SHOPBOP	alice olivia Mikaela Faltenrock SHOPBOP
https://tlk.s3.yandex.net/Fashion-200K/91211401_0.jpeg	gray long pleated skirt, formal office skirt	grauer langer Faltenrock, formeller Bürorock
https://tlk.s3.yandex.net/Fashion-200K/91344972_0.jpeg	Women's black cotton love tour shirt	Schwarzes Love Tour Shirt für Damen aus Baumwolle
https://tlk.s3.yandex.net/Fashion-200K/90978933_1.jpeg	white casual bomber jacket, soft material	weiße lässige Bomberjacke, weiches Material
https://tlk.s3.yandex.net/Fashion-200K/91346983_1.jpeg	women orange color T-shirt short sleeve	frauen orange Farbe T-shirt Kurzarm
https://tlk.s3.yandex.net/Fashion-200K/90028461_2.jpeg	Ladies White Shorts Pull On Capris	Damen weiße Shorts ziehen Caprihosen an
https://tlk.s3.yandex.net/Fashion-200K/90666393_1.jpeg	Women's black cotton casual work pants	Lässige Arbeitshose aus schwarzer Baumwolle für Damen
https://tlk.s3.yandex.net/Fashion-200K/90772854_1.jpeg	womens, denim black, poly-cotton, casual jacket	damen, Denim schwarz, Poly-Baumwolle, Freizeitjacke
https://tlk.s3.yandex.net/Fashion-200K/58739820_13.jpeg	latest black and patterned long dresses	neueste schwarze und gemusterte lange Kleider
https://tlk.s3.yandex.net/Fashion-200K/91427088_0.jpeg	black thick winter jacket with hood	schwarze dicke Winterjacke mit Kapuze
https://tlk.s3.yandex.net/Fashion-200K/90469517_0.jpeg	pink casual button down tunic with pockets	rosa lässige Button-Down-Tunika mit Taschen
https://tlk.s3.yandex.net/Fashion-200K/91258811_0.jpeg	striped short skirts and denim jackets	gestreifte kurze Röcke und Jeansjacken
https://tlk.s3.yandex.net/Fashion-200K/89716931_1.jpeg	brown casual short sleeved shirt, soft material	braunes lässiges Kurzarmhemd, weiches Material
https://tlk.s3.yandex.net/Fashion-200K/91351640_0.jpeg	Boohoo Night Louise Off Shoulder Choker Midi Dress	Boohoo Night Louise schulterfreies Midikleid mit Choker
https://tlk.s3.yandex.net/Fashion-200K/91249821_2.jpeg	Women's black high heeled casual shoes	Damen schwarze hochhackige Freizeitschuhe
https://tlk.s3.yandex.net/Fashion-200K/91263933_3.jpeg	blue casual skater dress, long sleeves	blaues lässiges Skaterkleid, lange Ärmel
https://tlk.s3.yandex.net/Fashion-200K/91325172_0.jpeg	women's short and black trousers with skinny legs	kurze und schwarze Damenhose mit schmalen Beinen
https://tlk.s3.yandex.net/Fashion-200K/87705484_1.jpeg	white midi casual button down dress	weißes Midi-lässiges Button-Down-Kleid
https://tlk.s3.yandex.net/Fashion-200K/90176588_1.jpeg	womens, black, polyester, full sleeve, hoodie, long, over coat, raincoat, winter coat	damen, schwarz, Polyester, volle Ärmel, Kapuzenpullover, lang, Übermantel, Regenmantel, Wintermantel
https://tlk.s3.yandex.net/Fashion-200K/88140548_3.jpeg	black skinny formal office pants, slacks	schwarze dünne formale Bürohosen, Hosen
https://tlk.s3.yandex.net/Fashion-200K/91417345_1.jpeg	long skin tight trouser for women black rubber material	lange hautenge Hose für Damen schwarzes Gummimaterial
https://tlk.s3.yandex.net/Fashion-200K/91195169_1.jpeg	Womens Bernadette Paisley Shirt Dress Boohoo UK	Damen Bernadette Paisley Hemdkleid Boohoo Deutschland
https://tlk.s3.yandex.net/Fashion-200K/91402812_1.jpeg	sheer black mini skater skirt with inner fabric	transparenter schwarzer Mini-Skaterrock mit Innenstoff
https://tlk.s3.yandex.net/Fashion-200K/90960477_7.jpeg	Black leather button down casual jacket	Schwarze Leder-Button-Down-Freizeitjacke
https://tlk.s3.yandex.net/Fashion-200K/90397526_2.jpeg	blue printed casual denim button down top	blau bedrucktes lässiges Denim-Oberteil mit Knopfleiste
https://tlk.s3.yandex.net/Fashion-200K/87918997_1.jpeg	light blue button down pleated skirt	hellblauer Button-Down-Faltenrock
https://tlk.s3.yandex.net/Fashion-200K/88740542_1.jpeg	women large shirt black long sleeve	damen großes Hemd schwarz Langarm
https://tlk.s3.yandex.net/Fashion-200K/43939497_0.jpeg	short, black, straight and pocketed skirts	kurze, schwarze, gerade und Taschenröcke
https://tlk.s3.yandex.net/Fashion-200K/91317754_6.jpeg	White jeans clothing material fabric casual	Weiße Jeans Kleidung Material Stoff lässig
https://tlk.s3.yandex.net/Fashion-200K/90185341_2.jpeg	womens, white, cotton-lace, double layer, half transparent, long skirt	damen, weiß, Baumwollspitze, doppellagig, halbtransparent, langer Rock
https://tlk.s3.yandex.net/Fashion-200K/91076838_3.jpeg	white short shorts and burgundy blouses for the summer season	weiße kurze Shorts und burgunderfarbene Blusen für die Sommersaison
https://tlk.s3.yandex.net/Fashion-200K/91428703_2.jpeg	white sleeveless top with cap for women	weißes ärmelloses Top mit Mütze für Damen
https://tlk.s3.yandex.net/Fashion-200K/91247570_3.jpeg	womens, satin, pink, shoulder straps, tie-up waist closure, side cut, night dress, cover-ups, long dress	damen, Satin, Rosa, Schultergurte, Taillenverschluss zum Binden, seitlicher Schnitt, Nachtkleid, Vertuschungen, langes Kleid
https://tlk.s3.yandex.net/Fashion-200K/91051074_0.jpeg	stripe pattern colorful men's and women's shirts	streifenmuster bunte Herren- und Damenhemden
https://tlk.s3.yandex.net/Fashion-200K/65677324_0.jpeg	Women's fur faux shawl casual outfit	Damen Pelz Faux Schal lässiges Outfit
https://tlk.s3.yandex.net/Fashion-200K/91067283_0.jpeg	Women's white lace pattern short sleeved shirt	Kurzarmhemd mit weißem Spitzenmuster für Damen
https://tlk.s3.yandex.net/Fashion-200K/91319699_2.jpeg	womens, denim blue, cotton, stat fit, side zipper pockets, pants	damen, Jeansblau, Baumwolle, Stat Fit, seitliche Reißverschlusstaschen, Hose
https://tlk.s3.yandex.net/Fashion-200K/89305602_1.jpeg	Women's boho pattern casual cardigan shirt	Lässiges Cardigan-Hemd mit Boho-Muster für Damen
https://tlk.s3.yandex.net/Fashion-200K/90990603_2.jpeg	AG Adriano Goldschmied Leggings Ankle in one Year Black Pond	AG Adriano Goldschmied Leggings Knöchel in einem Jahr Schwarzer Teich
https://tlk.s3.yandex.net/Fashion-200K/90802096_4.jpeg	Veste baseball pour femme avec motif camouflage	Baseballjacke für Damen mit Motiv Camouflage
https://tlk.s3.yandex.net/Fashion-200K/89833633_1.jpeg	Women's black cotton casual work dress skirt	Schwarzer Baumwoll-Casual-Arbeitskleidrock für Damen
https://tlk.s3.yandex.net/Fashion-200K/91229967_3.jpeg	womens trendy, multi color, printed, polyester, bell bottom, pants	damen trendy, mehrfarbig, bedruckt, Polyester, Glockenboden, Hose
https://tlk.s3.yandex.net/Fashion-200K/87775034_0.jpeg	Vince in Featured Designers at Neiman Marcus Last Call	Vince in Vorgestellte Designer bei Neiman Marcus Letzter Anruf
